chapter	verse	consонantal
43	10	בדבר אל יעמד חק ולא ישח באשמרותם
43	11	ראה קשת וברך עושיה כי מאד נאדרה בהוד
43	12	חוק הקיפה בכבודה ויד אל נטתה בגבה
43	13	גבורתו תתוה ברק ותנצח זיקות במרום
43	14	למען ברא אוצר ויעף עבים כצפרים
43	15	בכחו יתן לענן עז להשליך אבני אלגביש
43	16	קול רעמו יחיל ארצו זלעפות צפון סופה וסערה
43	17	ברשף יניף שלגו וכארבה ישכון דירתו
43	18	תואר לבנה יגהה עינים וממטרו יהמה לב
43	19	אד כפור כמלח ישכון ויציץ כתמר ציצים
43	20	צינת רוח צפון ישיב וכרקב יקפיא מקורו כ על כל מעמד מים יקרים וכשריון ילבש מקוה
43	21	יבול הרים בחרב ישיק ונוה צמחים בלהבה
43	22	מרפא כל מערף ענן טל פורע לדשן שרב
43	23	מחשבתו משיק רבה ויט בתהום איים
43	24	יורדי הים יספרו קצהו לשמע אזנינו נשתומם
43	25	שם פלאות תמהי מעשהו מין כל חי וגבורות רבה
43	26	למענו יצלח מלאך ובדבריו יפעל רצון
43	27	עוד כאלה לא נוסף וקץ דבר הוא הכל
43	28	נגדלה עוד כי לא נחקור והוא גדול מכל מעשיו
43	29	נורא ה מאד מאד ונפלאות דבריו
43	30	מגדלי ה הרימו קול בכל תוכלו כי יש עוד
43	31	מרומים החליפו כח ואל תלאו כי לא תחקרו
43	32	רוב נפלאות כאלה מעט ראיתי ממעשיו
43	33	את הכל עשה ה וליראיו נתן חכמה שבח אבות עולם
44	1	אהללה נא אנשי חסד אבותינו בדורותם
44	2	רב כבוד חלק עליון וגדלו מימות עולם
44	3	דורי ארץ במלכותם ואנשי שם בגבורתם ג היועצים בתבונתם וחוזי כל בנבואתם
44	4	שרי גוים במזמתם ורוזנים במחקרותם ד חכמי שיח בספרתם ומושלים במשמרותם
44	5	חוקרי מזמור על חוק נושאי משל בכתב
44	6	אנשי חיל וסמכי כח ושוקטים על מכונתם
44	7	כל אלה בדורם ומימיהם תפארתם
44	8	יש מהם הניחו שם להשתענות בנחלתם
44	9	ויש מהם אשר אין לו זכר וישבתו כאשר שבתו
44	10	כאשר לא היו היו ובניהם מאחריהם
44	11	וולם אלה אנשי חסד ותקותם לא תשבת
44	12	עם זרעם נאמן טובם ונחלתם לבני בניהם
44	13	עד עולם יעמד זכרם וצדקתם לא תשכח
44	14	גויתם בשלום נאספו ושמם חי לדור ודור
44	15	חכמתם תשנה עדה ותהלתם יספר קהל
44	16	חנוך נמצא תמים והתהלך עם יהוה ונלקח אות דעת לדור ודור
44	17	נח צדיק נמצא תמים לעת כלה היה תחליף יז בעבורו היה שארית ובבריתו חדל מבול
44	18	באות עולם נכרת עמו לבלתי השחית כל בשר
44	19	אברהם אב המון גוים לא נתן בכבודו מום
44	20	אשר שמר מצות עליון ובא בברית עמו כ בבשרו כרת לו חק ובניסוי נמצא נאמן
44	21	על כן בשבועה הקים לו לברך בזרעו גוים כא להנחילם מים עד ים ומנהר עד אפסי ארץ
44	22	וגם ליצחק הקים בן בעבור אברהם אביו כב ברית כל ראשון נתיו וברכה נחה על ראש ישראל
44	23	ויכוננהו בברכה ויתן לו נחלתו כג ויציבהו לשבטים לחלק שנים עשר
44	24	ויוצא ממנו איש מוצא חן בעיני כל חי
45	1	אהוב אלהים ואנשים משה זכרו לטובה
45	2	ויכבדהו אלהים ויאמצהו במרומים
45	3	בדבריו האותות מהרו ויחזקהו לפני מלך ג ויצוהו אל העם ויראו את כבודו
45	4	באמונתו ובענותו בחר בו מכל בשר
45	5	וישמיעהו את קולו ויגישהו לערפל ה וישם בידו מצוה תורת חיים ותבונה ה ללמד ביעקב חוקיו ועדותיו ומשפטיו לישראל
45	6	וירם קדוש את אהרן למטה לוי וישימהו לחק עולם
45	7	ויתן עליו הוד וישרתהו בכבודו ז ויאזרהו בתועפות ראם וילבישהו פעמונים
45	8	וילבישהו כליל תפארת ויפארהו בכבוד ועוז ח מכנסים כתנות ומעיל ויקיפהו פעמונים
45	9	ורמונים המון סביב לתת נעינה בצעדיו
45	10	בגדי קודש זהב תכלת וארגמן מעשה חשב י חשן משפט אפוד ואזור ושני תולעת מעשה אורג
45	11	אבני חפץ על החשן פתוחי חותם במלואים יא כל אבן יקרה לזכרון בכתב חרות למספר בני ישראל
45	12	עטרת פז מעיל ומצנפת וציץ חרות חותם קדש יב הוד כבוד ותהלת עז מחמד עין ומכלל יופי
45	13	לפניו לא היה כן כן לעולם לא ילבשם זר יג האמין לו ולבניו כזה וכן בניו לדורותם
45	14	מנחתו כליל תקטר בכל יום צמיד פעמים
45	15	וימלא משה את ידו וימשחהו בשמן הקדש טו ותהי לו ברית עולם ולזרעו כימי שמים
45	16	לשרת ולכהן לוולברך את עמו בשמו טז ויבחר בו מכל חי להגיש עלה וחלבים
45	17	ולהקטיר ריח ניחח ואזכרה ולכפר על בני ישראל יז ויתן לו מצותיו וימשילהו בחוק ומשפט
45	18	וילמד את עמו חק ומשפט את בני ישראל יח ויחרו בו זרים ויקנאו בו במדבר
45	19	אנשי דתן ואבירם ועדת קרח בעזוז אפם יט וירא יהוה ויתאנף ויכלם בחרון אפו
45	20	ויבא להם אות ויאכלם בשביב אשו כ ויוסף לאהרן כבודו ויתן לו נחלתו
45	21	ראשית קדש נתן לו לחם אשי יהוה יאכלון כא לחם פנים חלקו ומתנה לו ולזרעו
45	22	אך בארצם לא ינחל ובתוכם לא יחלק נחלה כב אשי יהוה חלקו ונחלתו בתוך בני ישראל
45	23	וגם פינחס בן אלעזר בגבורה נחל שלישי כג בקנאו לאלוה כל ויעמוד בפרץ עמו
45	24	אשר נדבו לבו ויכפר על בני ישראל כד לכן גם לו הכין חק ברית עולם לכלכל מקדש
45	25	אשר תהיה לו ולזרעו כהונה גדולה על עולם כה וגם בריתו עם דוד בן ישי למטה יהודה
45	26	נחלת אש לפני כבודו נחלת אהרן לכל זרעו כו ועתה ברכו נא את יהוה הטוב
45	27	המעטר אתכם כבוד ויתן לכם חכמת לב כז למען לא ישכח טובכם וגבורתכם לדורות עולם
46	1	גבור בן חיל יהושע בן נון משרת משה בנבואה א אשר נוצר להיות בימיו תשועה גדולה לבחיריו
46	2	להנקם נקמי אויב ולהנחיל את ישראל ב מה נהדר בנטותו יד בהניפו כידון על עיר
46	3	מי הוא לפניו יתיצב כי מלחמות יהוה נלחם
46	4	הלא בידו עמד השמש יום אחד כשנים היה
46	5	כי קרא אל אל עליון כאכפה לו אויביו מסביב ה ויענהו אל עליון באבני ברד ואלגביש
46	6	השליך על גוי אויב ובנוסם האביד כולם ו למען דעת כל גוי חרם כי צופה יהוה מלחמתם
46	7	וגם כי מלא אחרי אל ובימי משה עשה חסד ז הוא וכלב בן יפנה להתיצב בפרע קהל
46	8	להשיב חרון מעדה ולהשבית דבה רעה ח לכן גם הם בשנים נאצלו משש מאות אלף רגלי
46	9	להביאם אל נחלתם ארץ זבת חלב ודבש ט ויתן לכלב עצמה ועד שיבה עמדה עמו
46	10	להדריכו על במתי ארץ וגם זרעו ירש נחלה י למען דעת כל זרע יעקב כי טוב למלא אחרי יהוה
46	11	והשופטים איש בשמו כל אשר לא נשא לבו יא ולא נסוג מאחרי אל יהי זכרם לברכה
46	12	תפרחנה עצמותם כשושנה ושמם תחליף לבניהם
46	13	אוהב עמו ורצוי עושהו המשואל מבטן אמו יג נזיר יהוה בנבואה שמואל שופט ומכהן יג בדבר אל הכין ממלכת וימשח נגידים על עם
46	14	במצות יהוה צוה עדה ויפקד אלהי יעקב
46	15	באמונת פיו דרוש חזה וגם בדברו נאמן רועה
46	16	וגם הוא קרא אל אל כאפכה לו אויביו מסביב טז בעלתו טלה חלב וירעם משמים יהוה
46	17	בפרע אדיר נשמע קולו ויכנע נציבי צר ויאבד כל סרני פלשתים
46	18	ועת נוחו על משכבו העיד יהוה ומשיחו
46	19	כפר ונעלם ממי לקחתי וכל אדם לא ענה בו יט וגם עד עת קצו נכון נמצא בעיני יהוה
46	20	ובעיני כל חי וגם אחרי מותו נדרש
46	21	ויגד למלך דרכיו וישא מארץ קולו בנבואה
47	1	וגם אחריו עמד נתן להתיצב לפני דוד
47	2	כי כחלב מורם מקדש כן דוד מישראל
47	3	לכפירים שחק כגדי ולדבים כבני בשן
47	4	בנעוריו הכה גבור ויסר חרפת עולם ד בהניפו ידו על קלע וישבר תפארת גלית
47	5	כי קרא אל אל עליון ויתן בימינו עז ה להדוף את איש יודע מלחמות ולהרים את קרן ישראל
47	6	על כן ענו לו בנות ויכנוהו ברבבה ו בעטותו צניף נלחם ומסביב הכניע צר
47	7	ויתן בפלשתים ערים ועד היום שבר קרנם
47	8	בכל מעשהו נתן הודות לאל עליון באמרי כבוד ח בכל לבו אוהב עשהו וכבל יום הודה לו בזמירות
47	9	בגינות שיר הכין לפני מזבח וקול מזמור ונבלים תקן
47	10	ויתן לחגים בכל שנה ושנה הוד פאר וכבוד י בהללו את שם קדשו לפני בקר ירן משפט
47	11	גם יהוה העביר פשעו וירם לעולם קרנו יא ויתן לו חוק ממלכת וכסאו הכין עד ירושלים
47	12	ובעבורו עמד אחריו בן משכיל שוכן לבטח
47	13	שלמה מלך בימי שלוה ואל הניח לו מסביב
47	14	אשר הכין בית לשמו ויצב לעד מקדש
47	15	מה חכמת בנעוריך ותצף כיאר מוסר
47	16	ארץ כסית בחכמתך ותקלס במרום שירה
47	17	בשיר משל חידה ומליצה עמים הסערתה
47	18	נקראת בשם הנכבד הנקרא על ישראל יח ותצבר כברזל זהב וכעפרת הרבית כסף
47	19	ותתן לנשים כסלך ותמשילם בגויתך
47	20	ותתן מום בכבודך ותחלל את יצועיך כ להביא אף על צאצאיך ואנחה על משכבך
47	21	לחלק העם לשני שבטים ומאפרים ממלכת חמס
47	22	אבל אל לא יטוש חסד ולא יפיל מדבריו ארצה כב לא יכרית לבחיריו נין ונכד וזרע אובהו לא ישמיד
47	23	ויתן ליעקב שארית ולבית דוד ממנו שרש כג וישכב שלמה מיושש ויעזב אחריו מנון
47	24	רחב אולת וחסר בינה רחבעם הפריע בעצתו עם כד עד אשר קם אל יהי לו זכר כד ירבעם בן נבט אשר חטא והחטיא את ישראל
47	25	ויתן לאפרים מכשול להדיחם מאדמתם כה ותגדל חטאתו מאד ולכל רעה התמכר
48	1	עד אשר קם נביא כאש ודבריו כתנור בוער
48	2	וישבר להם מטה לחם ובקנאתו המעיטם
48	3	בדבר אל עצר שמים ויורד שלוש אשות
48	4	מה נורא אתה אליהו ואשר כמוך יתפאר
48	5	המקים גוע ממות ומשאול כרצון יהוה
48	6	המוריד מלכים על שחת ונכבדים ממטותם
48	7	המושח מלא תשלומות ונביא תחליף תחתיך
48	8	השמע בסיני תוכחות ובחורב משפטי נקם
48	9	הנלקח בסערה מעלה ובגדודי אש שמים
48	10	הכתוב נכון לעת להשבית אף לפני חרון אל י להשיב לב אבות על בנים ולהכין שבטי ישראל
48	11	אשרי ראך ומת ואשריך כי חיה תחיה
48	12	אליהו שבאוצר נסתר ונמלא רוחו אלישע יב פי שנים אותות הרבה ומופתים כל מוצא פיהו
48	13	מימיו לא זע מכל ולא משל ברוחו כל בשר יג כל דבר לא נפלא ממנו ומתחתיו נברא בשרו
48	14	בחייו עשה נפלאות ובמותו תמהי מעשה
48	15	בכל זאת לא שב העם ולא חדלו מחטאתם טו עד אשר נסחו מארצם ויפוצו בכל הארץ
48	16	וישאר ליהודה מזער ועוד לבית דוד קצין טז ויש מהם עשו יושר ויש מהם הפליאו מעל
48	17	יחזקיהו חזק עירו בהטות אל תוכה מים יז ויחצב כנחשת צורים ויחסום הרים מקוה
48	18	בימיו עלה סנחריב וישלח את רבשקה יח ויט ידו על ציון ויגדף אל בגאונו
48	19	אז נמוגו בגאון לבם ויחילו כיולדה
48	20	ויקראו אל אל עליון ויפרשו אליו כפים
48	21	ויך את מחנה אשור ויהמם במגפה
48	22	כי עשה יחזקיהו את הטוב ויחזק בדרכי דוד כב כאשר צוהו ישעיה הנביא המהלל בנביאים
48	23	בימיו עמד השמש ונוסף על חיי המלך
48	24	ברוח גבורה חזה אחרית וינחם אבלי ציון
48	25	עד עולם הגיד נהיות ונסתרות לפני בואן
49	1	שם יאשיהו כקטורת סמים וממלה מעשה רוקח א בחך כדבש ימתיק זכרו וכמזמור על משתה היין
49	2	כי נחל על משובתינו וישבת תועבות הבל
49	3	ויתם אל אל לבו ובימי חמס עשה חסד
49	4	לבד מדויד יחזקיהו ויאשיהו כלם השחיטו ד ויעזבו תורת עליון מלכי יהודה עד תמם
49	5	ויתן קרנם לאחור וכבודם לגוי נבל נכרי
49	6	ויציתו קרית קדש וישמו ארחתיה ו ביד ירמיהו כי ענוהו והוא מרחם נוצר נביא
49	7	לנתוש ולנתוץ ולהאביד להרוס וכן לבנות לנטע ולהשגיב
49	8	וחזקאל ראה מראה ויגד זני מרכבה
49	9	וגם הזכיר את איוב ומכלכל כל דרכי צדק
49	10	וגם שנים עשר הנביאים תהי עצמתם פרחת מתחתם י אשר החלימו את יעקב וישגבהו באמונת תקוה
49	11	מה נהללה את זרבבל והוא על יד ימין כחותם
49	12	גם יהושע בן יהוצדק אשר במצוק הקימו מזבח יב וירימו היכל קדש ומכונן לכבוד עולם
49	13	נחמיה יאדר זכרו המקים את חרבתינו יג וירפא את הריסתינו ויצב דלתים ובריח
49	14	מעט נוצרו על הארץ כחנוך וגם הוא נלקח פנים
49	15	כיוסף אם נולד גבר וגם גויתו נפקדה
49	16	ושם ושת ואנוש נפקדו ועל כל חי תפארת עמם
50	1	גדול אחיו ותפארת עמו שמעון בן יוחנן הכהן א אשר בדורו נפקד הבית ובימיו חזק היכל
50	2	אשר בדורו נכרה מקוה ושיח כים בהמונו
50	3	אשר בימיו נבנה קיר פנות מעון כהיכל מלך
50	4	הדואג לעמו מחתף ומחזק עירו מצר
50	5	מה נהדר בהשגיחו מאהל ובצאתו מבית הפרכת
50	6	ככוכב אור מבין עבים וכירח מלא בימי מועד
50	7	כשמש משקרת אל היכל המלך וכקשת נראתה בענן
50	8	כנץ בענפו בימי מועד וכשושן על יבלי מים ח כפרח לבנון בימי קיץ וכאש לבונה על המנחה
50	9	ככלי זהב מפתח ואנטיל הנאחז על אבני חפץ
50	10	כזית רענן מלא גרגר וכעץ שמן מרוה ענף
50	11	בעטותו בגדי כבוד והתלבשו בגדי תפארת יא בעלותו על מזבח הוד ויהדר עזרת מקדש
50	12	בקבלו נתחים מיד אחיו והוא נצב על מערכות יב סביב לו עטרת בנים כשתילי ארזים בלבנון יב ויקיפוהו בערבי נחל כלבני אהרן בכבודם
50	13	ואשי יהוה בידם נגד כל קהל ישראל
50	14	עד כלותו לשרת מזבח ולסדר מערכות עליון
50	15	אז יריעו בני אהרן הכהנים בחצצרות מקשה
50	16	ויריעו וישמיעו קול אדיר להזכיר לפני עליון
50	17	כל בשר יחדו נמהרו ויפלו על פניהם ארצה יז להשתחות לפני עליון לפני קדוש ישראל
50	18	ויתן השיר קולו ועל המון העריכו נרו
50	19	וירנו כל עם הארץ בתפלה לפני רחום יט עד כלותו לשרת מזבח ומשפטיו הגיע אליו
50	20	אז ירד ונשא ידיו על כל קהל ישראל כ וברכת יהוה בשפתיו ובשם יהוה התפאר
50	21	וישנו לנפול שנית ברכות לקחת מפניו
50	22	עתה ברכו נא את יהוה אלהי ישראל כב המפליא לעשות בארץ המגדל אדם מרחם ויעשהו ברצונו
50	23	יתן לכם חכמת לבב ויהי שלום ביניכם
50	24	יאמן עם שמעון חסדו ויקם לו ברית פינחס כד אשר לא יכרת לו ולזרעו כימי שמים
50	25	בשני גוים קצה נפשי והשלישית איננו עם
50	26	יושבי שעיר ופלשת וגוי נבל הדר בשכם
50	27	מוסר שכל ומושל אופנים לשמעון בן ישוע בן אלעזר בן סירא כז אשר ניבע בפתור לבן ואשר הביע בתבונות
50	28	אשרי איש באלה יהגה ונותן על לבו יחכם
51	1	אהללך אלהי ישעי אודך אלהי אבי א אספרה שמך מעוז חיי כי פדית ממות נפשי
51	2	חשכת בשרי משחת ומיד שאול הצלת רגלי ב פציתני מדבת עם משוט דבת לשון ומשפת שטי כזב ב נגד קמי הייתה לי עזרתני כרוב חסדך
51	3	ממוקש צופי צלעי ומיד מבקשי נפשי ג מרבות צרות הושעתני וממצוקות שלהבת מסביב
51	4	מכבות אש לאין פחה מרחם תהום לאמי
51	5	משפתי זמה וטפלי שקר וחצי לשון מרמה
51	6	ותגע למות נפשי וחיתי לשאול תחתיות
51	7	ואפנה סביב ואין עוזר לי ואצפה סומך ואין
51	8	ואזכרה את רחמי יהוה וחסדיו אשר מעולם ח המציל את חוסי בו ויגאלם מכל רע
51	9	וארים מארץ קולי ומשערי שאול שועתי
51	10	וארומם יהוה אבי אתה כי אתה גבור ישעי י אל תרפני ביום צרה ביום שואה ומשואה
51	11	אהללה שמך תמיד ואזכרך בתפלה יא אז שמע קולי יהוה ויאזין אל תחנוני
51	12	ויפדני מכל רע וימלטני ביום צרה יב על כן הודיתי ואהללה ואברכה את שם יהוה הודו ליהוה כי טוב כי לעולם חסדו הודו לאל התשבחות כי לעולם חסדו הודו לשומר ישראל כי לעולם חסדו הודו ליוצר הכל כי לעולם חסדו הודו לגואל ישראל כי לעולם חסדו הודו למקבץ נדחי ישראל כי לעולם חסדו הודו לבונה עירו ומקדשו כי לעולם חסדו הודו למצמיח קרן לבית דוד כי לעולם חסדו הודו לבוחר בבני צדוק לכהן כי לעולם חסדו הודו למגן אברהם כי לעולם חסדו הודו לצור יצחק כי לעולם חסדו הודו לאביר יעקב כי לעולם חסדו הודו לבוחר בציון כי לעולם חסדו הודו למלך מלכי מלכים כי לעולם חסדו וירם קרן לעמו תהלה לכל חסידיו לבני ישראל עם קרובו הללויה
51	13	אני נער הייתי ואוהב חכמה וחפצתי בה ובקשתיה יג באמתה דרכה רגלי אדני מנעורי חכמה למדתי
51	14	ואתפלל תפלה בנערותי והרבה מצאתי דעה
51	17	עלה היה לי לכבוד ולמלמדי אתן הודאה
51	18	חשבתי להיטיב דרכי ולא אהפך כי אמצאנו
51	19	חשקה נפשי בה ופני לא אהפך ממנה
51	20	נפשי נתתי אחריה ולנצח נצחים לא אטה ממנה כ ובטהרה מצאתיה ולב קניתי לה מתחלתה
51	21	מעי יחמו כתנור להביט בה בעבור כן לא אעזבנה
51	22	נתן יהוה לי שכר שפתותי בעבור כן קניתיה קנין טוב
51	23	פנו אלי סכלים ולינו בבית מדרשי
51	24	עד מתי תחסרון מן אלו ואלו ונפשכם צמאה מאד תהיה
51	25	פי פתחתי ודברתי בה קנו לכם חכמה בלא כסף
51	26	וצואריכם בעלה הביאו ומשאה תשא נפשכם כו קרובה היא למבקשיה ונותן נפשו מוצא אתה
51	27	ראו בעיניכם כי קטן הייתי ועמדתי בה ומצאתיה
51	28	רבים שמעו למודי בנערותי וכסף וזהב תקנו בי
51	29	תשמח נפשי בשיבתי ולא תבושו בשירתי
51	30	מעשיכם עשו בצדקה והוא נותן לכם שכרכם בעתו ל ברוך יהוה לעולם ומשבח שמו לדר ודר
51	31	עד הנה דברי שמעון בן ישוע שנקרא בן סירא
51	32	חכמת שמעון בן ישוע בן אלעזר בן סירא
51	33	יהי שם יהוה מברך מעתה ועד עולם
